instance_id,image_id,axis,source,chart_type,predicted_chart_type,score
117405c2f6f8_x,117405c2f6f8,x,generated,vertical_bar,vertical_bar,0.9954545767590701
117405c2f6f8_y,117405c2f6f8,y,generated,vertical_bar,vertical_bar,0.9929292348104888
126845f195e2_x,126845f195e2,x,generated,line,line,1.0
126845f195e2_y,126845f195e2,y,generated,line,line,0.9682328936672568
12be8476d3e8_x,12be8476d3e8,x,generated,vertical_bar,vertical_bar,0.9718384341932644
12be8476d3e8_y,12be8476d3e8,y,generated,vertical_bar,vertical_bar,0.0
138eaee90490_x,138eaee90490,x,generated,line,line,1.0
138eaee90490_y,138eaee90490,y,generated,line,line,0.88181479882055
138fb1c43e40_x,138fb1c43e40,x,generated,line,line,1.0
138fb1c43e40_y,138fb1c43e40,y,generated,line,line,0.9613406109166727
13c1a3a25e34_x,13c1a3a25e34,x,generated,line,line,1.0
13c1a3a25e34_y,13c1a3a25e34,y,generated,line,line,0.9541105879955345
13e05acdd02b_x,13e05acdd02b,x,generated,dot,dot,0.608311391606654
13e05acdd02b_y,13e05acdd02b,y,generated,dot,dot,1.0
154ffd30370d_x,154ffd30370d,x,generated,scatter,scatter,0.9981121021544543
154ffd30370d_y,154ffd30370d,y,generated,scatter,scatter,0.9760271571062786
159a395d3ed6_x,159a395d3ed6,x,generated,line,line,1.0
159a395d3ed6_y,159a395d3ed6,y,generated,line,line,0.9824775728386412
163fda34fbc0_x,163fda34fbc0,x,generated,vertical_bar,vertical_bar,1.0
163fda34fbc0_y,163fda34fbc0,y,generated,vertical_bar,vertical_bar,0.650091883371019
166661d65420_x,166661d65420,x,generated,line,line,1.0
166661d65420_y,166661d65420,y,generated,line,line,0.9464024981362973
173e4ef26c48_x,173e4ef26c48,x,generated,line,line,1.0
173e4ef26c48_y,173e4ef26c48,y,generated,line,line,0.9653643269025087
174662b77743_x,174662b77743,x,generated,line,line,1.0
174662b77743_y,174662b77743,y,generated,line,line,0.9715849681022783
18c7e406b59b_x,18c7e406b59b,x,generated,vertical_bar,vertical_bar,1.0
18c7e406b59b_y,18c7e406b59b,y,generated,vertical_bar,vertical_bar,0.989652545620324
18cfe4b6fabd_x,18cfe4b6fabd,x,generated,vertical_bar,vertical_bar,0.9947917137611837
18cfe4b6fabd_y,18cfe4b6fabd,y,generated,vertical_bar,vertical_bar,0.9872090469474561
1a2f1755b77e_x,1a2f1755b77e,x,generated,vertical_bar,vertical_bar,1.0
1a2f1755b77e_y,1a2f1755b77e,y,generated,vertical_bar,vertical_bar,0.9766217737443459
1a8623f42ed5_x,1a8623f42ed5,x,generated,scatter,scatter,0.9976673322333691
1a8623f42ed5_y,1a8623f42ed5,y,generated,scatter,scatter,0.9536612129910604
1aef2dced033_x,1aef2dced033,x,generated,line,line,1.0
1aef2dced033_y,1aef2dced033,y,generated,line,line,0.9681958396773704
1af00c73ca51_x,1af00c73ca51,x,generated,line,line,1.0
1af00c73ca51_y,1af00c73ca51,y,generated,line,line,0.9625633607469781
1b036ba763dc_x,1b036ba763dc,x,generated,scatter,scatter,0.997151050678901
1b036ba763dc_y,1b036ba763dc,y,generated,scatter,scatter,0.9886458948276273
1b10a47a9df0_x,1b10a47a9df0,x,generated,line,line,1.0
1b10a47a9df0_y,1b10a47a9df0,y,generated,line,line,0.9718470456885187
1b78d11a689f_x,1b78d11a689f,x,generated,line,line,1.0
1b78d11a689f_y,1b78d11a689f,y,generated,line,line,0.9600569212263996
1be15d0118be_x,1be15d0118be,x,generated,vertical_bar,vertical_bar,1.0
1be15d0118be_y,1be15d0118be,y,generated,vertical_bar,vertical_bar,0.981860108408894
1ca6a3aa1312_x,1ca6a3aa1312,x,generated,scatter,scatter,0.9951010011338359
1ca6a3aa1312_y,1ca6a3aa1312,y,generated,scatter,scatter,0.7373328331182569
1d4498959154_x,1d4498959154,x,generated,vertical_bar,vertical_bar,1.0
1d4498959154_y,1d4498959154,y,generated,vertical_bar,vertical_bar,0.9893848484107952
1d73347e0fee_x,1d73347e0fee,x,generated,dot,dot,1.0
1d73347e0fee_y,1d73347e0fee,y,generated,dot,dot,1.0
219c9d85dd31_x,219c9d85dd31,x,generated,line,line,0.9935065847725442
219c9d85dd31_y,219c9d85dd31,y,generated,line,line,0.9768115272548201
22ac1944971d_x,22ac1944971d,x,generated,vertical_bar,vertical_bar,1.0
22ac1944971d_y,22ac1944971d,y,generated,vertical_bar,vertical_bar,0.9630477917795823
2651e125dd6b_x,2651e125dd6b,x,generated,line,line,1.0
2651e125dd6b_y,2651e125dd6b,y,generated,line,line,0.9236774299682442
265ca4ba02dc_x,265ca4ba02dc,x,generated,line,line,1.0
265ca4ba02dc_y,265ca4ba02dc,y,generated,line,line,0.9213391402352265
2692bc39bad5_x,2692bc39bad5,x,generated,scatter,scatter,0.993137640295036
2692bc39bad5_y,2692bc39bad5,y,generated,scatter,scatter,0.9794390672909059
26d25358de5c_x,26d25358de5c,x,generated,line,line,1.0
26d25358de5c_y,26d25358de5c,y,generated,line,line,0.33256371856009626
279681882b97_x,279681882b97,x,generated,line,line,1.0
279681882b97_y,279681882b97,y,generated,line,line,0.955789502969894
27dcd16e89d7_x,27dcd16e89d7,x,generated,line,line,1.0
27dcd16e89d7_y,27dcd16e89d7,y,generated,line,line,0.9476609528023279
293c854ae8a6_x,293c854ae8a6,x,generated,vertical_bar,vertical_bar,1.0
293c854ae8a6_y,293c854ae8a6,y,generated,vertical_bar,vertical_bar,0.9739245059294441
2a1c0c671718_x,2a1c0c671718,x,generated,dot,dot,1.0
2a1c0c671718_y,2a1c0c671718,y,generated,dot,dot,1.0
2a8bafb2f9ca_x,2a8bafb2f9ca,x,generated,vertical_bar,vertical_bar,1.0
2a8bafb2f9ca_y,2a8bafb2f9ca,y,generated,vertical_bar,vertical_bar,0.9903107338971975
2b5aa4246cb1_x,2b5aa4246cb1,x,generated,line,line,1.0
2b5aa4246cb1_y,2b5aa4246cb1,y,generated,line,line,0.9373086818581962
2c151cfb19c3_x,2c151cfb19c3,x,generated,scatter,scatter,0.9974971578734979
2c151cfb19c3_y,2c151cfb19c3,y,generated,scatter,scatter,0.9856170077069688
2cb2db312cce_x,2cb2db312cce,x,generated,line,line,1.0
2cb2db312cce_y,2cb2db312cce,y,generated,line,line,0.9352999605713785
2cb60d041517_x,2cb60d041517,x,generated,line,line,1.0
2cb60d041517_y,2cb60d041517,y,generated,line,line,0.8823545671936797
2e12d93b15f4_x,2e12d93b15f4,x,generated,vertical_bar,vertical_bar,1.0
2e12d93b15f4_y,2e12d93b15f4,y,generated,vertical_bar,vertical_bar,0.9628461554526395
2e8d3edee340_x,2e8d3edee340,x,generated,dot,dot,1.0
2e8d3edee340_y,2e8d3edee340,y,generated,dot,dot,1.0
2f6c8cffedf0_x,2f6c8cffedf0,x,generated,vertical_bar,vertical_bar,1.0
2f6c8cffedf0_y,2f6c8cffedf0,y,generated,vertical_bar,vertical_bar,0.9535127415644877
30f659a655e5_x,30f659a655e5,x,generated,vertical_bar,vertical_bar,1.0
30f659a655e5_y,30f659a655e5,y,generated,vertical_bar,vertical_bar,0.9859665516120593
3142971567ef_x,3142971567ef,x,generated,scatter,scatter,0.979418129530844
3142971567ef_y,3142971567ef,y,generated,scatter,scatter,0.6934497751012079
317ae52595e1_x,317ae52595e1,x,generated,vertical_bar,vertical_bar,1.0
317ae52595e1_y,317ae52595e1,y,generated,vertical_bar,vertical_bar,0.9774570869540353
324bd41a6da1_x,324bd41a6da1,x,generated,scatter,scatter,0.9941639895431034
324bd41a6da1_y,324bd41a6da1,y,generated,scatter,scatter,0.9713622509613833
331151c51ad2_x,331151c51ad2,x,generated,vertical_bar,vertical_bar,1.0
331151c51ad2_y,331151c51ad2,y,generated,vertical_bar,vertical_bar,0.9888501837733068
3408e86de10c_x,3408e86de10c,x,generated,line,line,1.0
3408e86de10c_y,3408e86de10c,y,generated,line,line,0.9768197905281284
35a5d18d1e50_x,35a5d18d1e50,x,generated,scatter,scatter,0.9960584683148714
35a5d18d1e50_y,35a5d18d1e50,y,generated,scatter,scatter,0.9839851483637703
35bfde9c1b29_x,35bfde9c1b29,x,generated,vertical_bar,vertical_bar,1.0
35bfde9c1b29_y,35bfde9c1b29,y,generated,vertical_bar,vertical_bar,0.9910138593491031
35f2c4a60c04_x,35f2c4a60c04,x,generated,dot,dot,0.608311391606654
35f2c4a60c04_y,35f2c4a60c04,y,generated,dot,dot,1.0
38998206b7f2_x,38998206b7f2,x,generated,scatter,scatter,0.9975359246068556
38998206b7f2_y,38998206b7f2,y,generated,scatter,scatter,0.9832632157264201
38dd6346ae12_x,38dd6346ae12,x,generated,scatter,scatter,0.9970370905678889
38dd6346ae12_y,38dd6346ae12,y,generated,scatter,scatter,0.6032332005997683
397cc31a9706_x,397cc31a9706,x,generated,vertical_bar,vertical_bar,0.9961832246410061
397cc31a9706_y,397cc31a9706,y,generated,vertical_bar,vertical_bar,0.9793422141088977
3a002242aaca_x,3a002242aaca,x,generated,vertical_bar,vertical_bar,1.0
3a002242aaca_y,3a002242aaca,y,generated,vertical_bar,vertical_bar,0.9769292643632759
3af900290b4e_x,3af900290b4e,x,generated,line,line,1.0
3af900290b4e_y,3af900290b4e,y,generated,line,line,0.9600934151371892
3c02c77571db_x,3c02c77571db,x,generated,scatter,scatter,0.9944375275280795
3c02c77571db_y,3c02c77571db,y,generated,scatter,scatter,0.9410465201379712
3cda0232fbe0_x,3cda0232fbe0,x,generated,line,line,1.0
3cda0232fbe0_y,3cda0232fbe0,y,generated,line,line,0.7681600220765636
3da23e30cb7e_x,3da23e30cb7e,x,generated,scatter,scatter,0.9965117054204875
3da23e30cb7e_y,3da23e30cb7e,y,generated,scatter,scatter,0.0
3dcdb0081c86_x,3dcdb0081c86,x,generated,vertical_bar,vertical_bar,0.9880958004576279
3dcdb0081c86_y,3dcdb0081c86,y,generated,vertical_bar,vertical_bar,0.9811669300230117
3eaa8eb7f550_x,3eaa8eb7f550,x,generated,vertical_bar,vertical_bar,1.0
3eaa8eb7f550_y,3eaa8eb7f550,y,generated,vertical_bar,vertical_bar,0.977195092105281
3f34258b3aca_x,3f34258b3aca,x,generated,scatter,scatter,0.9965069965353963
3f34258b3aca_y,3f34258b3aca,y,generated,scatter,scatter,0.0
41be68127f4b_x,41be68127f4b,x,generated,dot,dot,1.0
41be68127f4b_y,41be68127f4b,y,generated,dot,dot,1.0
42d37ab5f5dd_x,42d37ab5f5dd,x,generated,vertical_bar,vertical_bar,1.0
42d37ab5f5dd_y,42d37ab5f5dd,y,generated,vertical_bar,vertical_bar,0.9883629146875652
42e59a9979f4_x,42e59a9979f4,x,generated,scatter,scatter,0.9967783437691533
42e59a9979f4_y,42e59a9979f4,y,generated,scatter,scatter,0.9884360523323761
437fac340172_x,437fac340172,x,generated,dot,dot,1.0
437fac340172_y,437fac340172,y,generated,dot,dot,1.0
43af397d57bd_x,43af397d57bd,x,generated,scatter,scatter,0.9783894536223838
43af397d57bd_y,43af397d57bd,y,generated,scatter,scatter,0.723208681214329
45d260b86659_x,45d260b86659,x,generated,vertical_bar,vertical_bar,1.0
45d260b86659_y,45d260b86659,y,generated,vertical_bar,vertical_bar,0.9779124965094235
48170e2a6b3c_x,48170e2a6b3c,x,generated,vertical_bar,vertical_bar,1.0
48170e2a6b3c_y,48170e2a6b3c,y,generated,vertical_bar,vertical_bar,0.981610964811626
482c86605071_x,482c86605071,x,generated,scatter,scatter,0.6894161986918308
482c86605071_y,482c86605071,y,generated,scatter,scatter,0.5099702922382494
4855ccc28409_x,4855ccc28409,x,generated,line,line,1.0
4855ccc28409_y,4855ccc28409,y,generated,line,line,0.8940740434710703
48abeac04535_x,48abeac04535,x,generated,line,line,1.0
48abeac04535_y,48abeac04535,y,generated,line,line,0.9839746370571982
48d9915d1f47_x,48d9915d1f47,x,generated,vertical_bar,vertical_bar,0.9803946693359189
48d9915d1f47_y,48d9915d1f47,y,generated,vertical_bar,vertical_bar,0.982556394543435
490e2b746bc3_x,490e2b746bc3,x,generated,vertical_bar,vertical_bar,1.0
490e2b746bc3_y,490e2b746bc3,y,generated,vertical_bar,vertical_bar,0.968732954062844
492fa7fed18c_x,492fa7fed18c,x,generated,vertical_bar,vertical_bar,0.9957983440532154
492fa7fed18c_y,492fa7fed18c,y,generated,vertical_bar,vertical_bar,0.9474357457689229
4978041209e7_x,4978041209e7,x,generated,dot,dot,1.0
4978041209e7_y,4978041209e7,y,generated,dot,dot,1.0
49da2c77e032_x,49da2c77e032,x,generated,line,line,1.0
49da2c77e032_y,49da2c77e032,y,generated,line,line,0.9779008971531331
4b9089b3879d_x,4b9089b3879d,x,generated,line,line,1.0
4b9089b3879d_y,4b9089b3879d,y,generated,line,line,0.9206705049667221
4c1718666313_x,4c1718666313,x,generated,vertical_bar,vertical_bar,1.0
4c1718666313_y,4c1718666313,y,generated,vertical_bar,vertical_bar,0.9603762001178431
4cc8f896cf35_x,4cc8f896cf35,x,generated,line,line,1.0
4cc8f896cf35_y,4cc8f896cf35,y,generated,line,line,0.6707724241940503
4d009854c585_x,4d009854c585,x,generated,vertical_bar,vertical_bar,1.0
4d009854c585_y,4d009854c585,y,generated,vertical_bar,vertical_bar,0.9851502285327107
4d4f543b4818_x,4d4f543b4818,x,generated,vertical_bar,vertical_bar,1.0
4d4f543b4818_y,4d4f543b4818,y,generated,vertical_bar,vertical_bar,0.9667986126012522
4d64ff72cfd5_x,4d64ff72cfd5,x,generated,vertical_bar,vertical_bar,1.0
4d64ff72cfd5_y,4d64ff72cfd5,y,generated,vertical_bar,vertical_bar,0.9649410964596876
4f7e2dbc9695_x,4f7e2dbc9695,x,generated,line,line,1.0
4f7e2dbc9695_y,4f7e2dbc9695,y,generated,line,line,0.972814610122329
4f9ce2aef8c8_x,4f9ce2aef8c8,x,generated,line,line,1.0
4f9ce2aef8c8_y,4f9ce2aef8c8,y,generated,line,line,0.9539848619153615
4ffc0a73725c_x,4ffc0a73725c,x,generated,line,line,0.9880958004576279
4ffc0a73725c_y,4ffc0a73725c,y,generated,line,line,0.5933328350018636
510165c1637d_x,510165c1637d,x,generated,scatter,scatter,0.9981188696487886
510165c1637d_y,510165c1637d,y,generated,scatter,scatter,0.43315400779549806
518a77bca33c_x,518a77bca33c,x,generated,line,line,1.0
518a77bca33c_y,518a77bca33c,y,generated,line,line,0.9708455896673613
526e64e166e8_x,526e64e166e8,x,generated,line,line,1.0
526e64e166e8_y,526e64e166e8,y,generated,line,line,0.9506883491779938
527fb0e48f37_x,527fb0e48f37,x,generated,line,line,1.0
527fb0e48f37_y,527fb0e48f37,y,generated,line,line,0.9757716347636551
52a880a46f74_x,52a880a46f74,x,generated,line,line,1.0
52a880a46f74_y,52a880a46f74,y,generated,line,line,0.9227485215722859
53cfa15c9ba0_x,53cfa15c9ba0,x,generated,line,line,1.0
53cfa15c9ba0_y,53cfa15c9ba0,y,generated,line,line,0.9554255648242369
54537fcf6121_x,54537fcf6121,x,generated,vertical_bar,vertical_bar,0.9945652708994801
54537fcf6121_y,54537fcf6121,y,generated,vertical_bar,vertical_bar,0.4925443239809921
54ad4d7f6386_x,54ad4d7f6386,x,generated,line,line,1.0
54ad4d7f6386_y,54ad4d7f6386,y,generated,line,line,0.9242836337809328
54f6ac77c83f_x,54f6ac77c83f,x,generated,vertical_bar,vertical_bar,0.9951456691985043
54f6ac77c83f_y,54f6ac77c83f,y,generated,vertical_bar,vertical_bar,0.9869850711951189
555dfefb0286_x,555dfefb0286,x,generated,vertical_bar,vertical_bar,1.0
555dfefb0286_y,555dfefb0286,y,generated,vertical_bar,vertical_bar,0.9786116458107299
58d87a2a07bb_x,58d87a2a07bb,x,generated,line,line,1.0
58d87a2a07bb_y,58d87a2a07bb,y,generated,line,line,0.8381082398328443
5923a672f649_x,5923a672f649,x,generated,vertical_bar,vertical_bar,1.0
5923a672f649_y,5923a672f649,y,generated,vertical_bar,vertical_bar,0.993143203013209
592a4985335f_x,592a4985335f,x,generated,dot,dot,0.9615574155787838
592a4985335f_y,592a4985335f,y,generated,dot,dot,1.0
599d8dbcdf5a_x,599d8dbcdf5a,x,generated,scatter,scatter,0.0
599d8dbcdf5a_y,599d8dbcdf5a,y,generated,scatter,scatter,0.0
5a492c9f5edf_x,5a492c9f5edf,x,generated,line,line,1.0
5a492c9f5edf_y,5a492c9f5edf,y,generated,line,line,0.962259320198297
5a5396954a05_x,5a5396954a05,x,generated,vertical_bar,vertical_bar,1.0
5a5396954a05_y,5a5396954a05,y,generated,vertical_bar,vertical_bar,0.9801248872650781
5aef1b8f1ba8_x,5aef1b8f1ba8,x,generated,scatter,scatter,0.9968033619479708
5aef1b8f1ba8_y,5aef1b8f1ba8,y,generated,scatter,scatter,0.983560315183738
5af780575b5e_x,5af780575b5e,x,generated,vertical_bar,vertical_bar,1.0
5af780575b5e_y,5af780575b5e,y,generated,vertical_bar,vertical_bar,0.9213844371811879
5b952ca72679_x,5b952ca72679,x,generated,vertical_bar,vertical_bar,0.9948454064777021
5b952ca72679_y,5b952ca72679,y,generated,vertical_bar,vertical_bar,0.9849066704192115
5d00d16622f7_x,5d00d16622f7,x,generated,dot,dot,0.9687601685539688
5d00d16622f7_y,5d00d16622f7,y,generated,dot,dot,1.0
5edd180f1e71_x,5edd180f1e71,x,generated,line,line,1.0
5edd180f1e71_y,5edd180f1e71,y,generated,line,line,0.7906872599568522
5fc8297b5ab8_x,5fc8297b5ab8,x,generated,line,line,1.0
5fc8297b5ab8_y,5fc8297b5ab8,y,generated,line,line,0.9851853502582346
6012236a6dd1_x,6012236a6dd1,x,generated,vertical_bar,vertical_bar,1.0
6012236a6dd1_y,6012236a6dd1,y,generated,vertical_bar,vertical_bar,0.9800530129217402
606dd66cb801_x,606dd66cb801,x,generated,vertical_bar,vertical_bar,1.0
606dd66cb801_y,606dd66cb801,y,generated,vertical_bar,vertical_bar,0.9256032482411582
61f734ed9041_x,61f734ed9041,x,generated,line,line,1.0
61f734ed9041_y,61f734ed9041,y,generated,line,line,0.9618703194105926
62511fdeb7be_x,62511fdeb7be,x,generated,scatter,scatter,0.995875997864692
62511fdeb7be_y,62511fdeb7be,y,generated,scatter,scatter,0.0
6274b7d4a317_x,6274b7d4a317,x,generated,scatter,scatter,0.9049557409776865
6274b7d4a317_y,6274b7d4a317,y,generated,scatter,scatter,0.4444198161503017
62a3fe9b5be1_x,62a3fe9b5be1,x,generated,dot,dot,0.5544240267375509
62a3fe9b5be1_y,62a3fe9b5be1,y,generated,dot,dot,1.0
642a784a0b24_x,642a784a0b24,x,generated,vertical_bar,vertical_bar,1.0
642a784a0b24_y,642a784a0b24,y,generated,vertical_bar,vertical_bar,0.9758607124864227
64af29c4f33e_x,64af29c4f33e,x,generated,dot,dot,1.0
64af29c4f33e_y,64af29c4f33e,y,generated,dot,dot,1.0
64cff7380c60_x,64cff7380c60,x,generated,line,line,1.0
64cff7380c60_y,64cff7380c60,y,generated,line,line,0.9620609840259575
65adac923ee2_x,65adac923ee2,x,generated,vertical_bar,vertical_bar,0.9928572643318261
65adac923ee2_y,65adac923ee2,y,generated,vertical_bar,vertical_bar,0.9947519042125352
67634a9888d9_x,67634a9888d9,x,generated,vertical_bar,vertical_bar,1.0
67634a9888d9_y,67634a9888d9,y,generated,vertical_bar,vertical_bar,0.9472461748769716
6839aafcf23e_x,6839aafcf23e,x,generated,dot,dot,0.5765215066107572
6839aafcf23e_y,6839aafcf23e,y,generated,dot,dot,1.0
686d11b69af6_x,686d11b69af6,x,generated,line,line,1.0
686d11b69af6_y,686d11b69af6,y,generated,line,line,0.9853236001475507
68df0d7f14f2_x,68df0d7f14f2,x,generated,dot,dot,1.0
68df0d7f14f2_y,68df0d7f14f2,y,generated,dot,dot,1.0
68ef6817f4ac_x,68ef6817f4ac,x,generated,vertical_bar,vertical_bar,1.0
68ef6817f4ac_y,68ef6817f4ac,y,generated,vertical_bar,vertical_bar,0.9873467353446721
692eca418b94_x,692eca418b94,x,generated,line,line,1.0
692eca418b94_y,692eca418b94,y,generated,line,line,0.7369019037688052
697d4a63622e_x,697d4a63622e,x,generated,scatter,scatter,0.9939969570524627
697d4a63622e_y,697d4a63622e,y,generated,scatter,scatter,0.5189486458289598
69a4a10c89d5_x,69a4a10c89d5,x,generated,vertical_bar,vertical_bar,1.0
69a4a10c89d5_y,69a4a10c89d5,y,generated,vertical_bar,vertical_bar,0.987803879047066
69acf5ef77a2_x,69acf5ef77a2,x,generated,scatter,scatter,0.996905024126904
69acf5ef77a2_y,69acf5ef77a2,y,generated,scatter,scatter,0.0
6a3d68d554b6_x,6a3d68d554b6,x,generated,dot,dot,1.0
6a3d68d554b6_y,6a3d68d554b6,y,generated,dot,dot,1.0
6b66d7d6197b_x,6b66d7d6197b,x,generated,vertical_bar,vertical_bar,1.0
6b66d7d6197b_y,6b66d7d6197b,y,generated,vertical_bar,vertical_bar,0.9821031556718307
6d7dda3f8492_x,6d7dda3f8492,x,generated,vertical_bar,vertical_bar,1.0
6d7dda3f8492_y,6d7dda3f8492,y,generated,vertical_bar,vertical_bar,0.9667310607541328
6e6f6eff31da_x,6e6f6eff31da,x,generated,line,line,1.0
6e6f6eff31da_y,6e6f6eff31da,y,generated,line,line,0.9193139512182771
6fbe1bca34eb_x,6fbe1bca34eb,x,generated,line,line,1.0
6fbe1bca34eb_y,6fbe1bca34eb,y,generated,line,line,0.9735261020367489
73426614082b_x,73426614082b,x,generated,scatter,scatter,0.9947781063724581
73426614082b_y,73426614082b,y,generated,scatter,scatter,0.0
73929597f112_x,73929597f112,x,generated,dot,dot,1.0
73929597f112_y,73929597f112,y,generated,dot,dot,1.0
7510f57dcff8_x,7510f57dcff8,x,generated,scatter,scatter,0.0
7510f57dcff8_y,7510f57dcff8,y,generated,scatter,scatter,0.0
758cb5705f4b_x,758cb5705f4b,x,generated,line,line,1.0
758cb5705f4b_y,758cb5705f4b,y,generated,line,line,0.9612270411843447
75a284995042_x,75a284995042,x,generated,scatter,scatter,0.9946172653145511
75a284995042_y,75a284995042,y,generated,scatter,scatter,0.0
75acb35b82b5_x,75acb35b82b5,x,generated,dot,dot,1.0
75acb35b82b5_y,75acb35b82b5,y,generated,dot,dot,1.0
765e082889fd_x,765e082889fd,x,generated,vertical_bar,vertical_bar,1.0
765e082889fd_y,765e082889fd,y,generated,vertical_bar,vertical_bar,0.985525972279409
76cad010c041_x,76cad010c041,x,generated,line,line,1.0
76cad010c041_y,76cad010c041,y,generated,line,line,0.9757326919433749
77b0e25dc983_x,77b0e25dc983,x,generated,scatter,scatter,0.9557638040564358
77b0e25dc983_y,77b0e25dc983,y,generated,scatter,scatter,0.6729567092780728
77c97bf86aeb_x,77c97bf86aeb,x,generated,vertical_bar,vertical_bar,1.0
77c97bf86aeb_y,77c97bf86aeb,y,generated,vertical_bar,vertical_bar,0.9699314424154895
788258f2cd94_x,788258f2cd94,x,generated,line,line,1.0
788258f2cd94_y,788258f2cd94,y,generated,line,line,0.9646416507066076
78d23d0f415d_x,78d23d0f415d,x,generated,vertical_bar,vertical_bar,1.0
78d23d0f415d_y,78d23d0f415d,y,generated,vertical_bar,vertical_bar,0.9923150525795088
790b4174c311_x,790b4174c311,x,generated,vertical_bar,vertical_bar,1.0
790b4174c311_y,790b4174c311,y,generated,vertical_bar,vertical_bar,0.9863557814198156
7935c6b9d035_x,7935c6b9d035,x,generated,line,line,1.0
7935c6b9d035_y,7935c6b9d035,y,generated,line,line,0.9652001409299198
799c0e33bdb9_x,799c0e33bdb9,x,generated,scatter,scatter,0.9967471080034132
799c0e33bdb9_y,799c0e33bdb9,y,generated,scatter,scatter,0.9749193479410367
79eb99016d87_x,79eb99016d87,x,generated,line,line,1.0
79eb99016d87_y,79eb99016d87,y,generated,line,line,0.9260132452719017
7a70661390a0_x,7a70661390a0,x,generated,vertical_bar,vertical_bar,1.0
7a70661390a0_y,7a70661390a0,y,generated,vertical_bar,vertical_bar,0.9910468828977907
